id,value
id_165,24.415512251432467
id_166,22.472922729285397
id_167,0.36745193751760713
id_168,67.99792738692196
id_169,15.986383080077625
id_170,15.812903785733686
id_171,70.64110353513745
id_172,20.760788178283192
id_173,2.006676959633064
id_174,23.85753446720523
id_175,-0.1989425056848817
id_176,8.204593218730093
id_177,18.229481323782068
id_178,21.983332389607412
id_179,24.910048716698768
id_180,43.00837069084691
id_181,33.14235883169642
id_182,29.618841375990986
id_183,14.088777428131054
id_184,7.439328625379445
id_185,42.102929475556216
id_186,36.09555932715762
id_187,34.07486001221746
id_188,16.193108023601884
id_189,24.062819899168463
id_190,14.333071911939825
id_191,15.392098078027624
id_192,30.449961152814037
id_193,73.02585176228725
id_194,30.63584956844245
id_195,10.84774017203026
id_196,62.77453248187254
id_197,16.793101276552225
id_198,20.098565067629224
id_199,20.91545676399633
id_200,123.67611402676347
id_201,22.84412539435048
id_202,58.38401384957416
id_203,4.953741444346433
id_204,59.83043208319912
id_205,35.34552365514969
id_206,14.833043137608886
id_207,14.384420983005393
id_208,61.5624973122878
id_209,14.14395306448535
id_210,37.31875960806553
id_211,68.54146553784231
id_212,18.7847763777099
id_213,113.62764735490168
id_214,40.71436780492603
id_215,76.81648546275395
id_216,91.75521590781939
id_217,71.19827281980884
id_218,29.827875959755946
id_219,19.89703674654098
id_220,30.6394767802928
id_221,57.26653517756591
id_222,26.52160541808015
id_223,38.31479871044804
id_224,42.810867425792125
id_225,10.081520086493303
id_226,5.4212027077234675
id_227,81.17598197812646
id_228,30.20544411277685
id_229,1.5354294704671891
id_230,40.43892200694207
id_231,15.388963703208958
id_232,22.05441487043549
id_233,7.40565130702774
id_234,15.088506337858304
id_235,25.420000722624682
id_236,13.926112807644847
id_237,3.0287343664615323
id_238,22.13760436024175
id_239,12.56483207502182
